title,text,subject,date
International Efforts to Combat Cybercrime Intensify in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",techNews,"April 27, 2020"
World Health Organization Declares End of COVID-19 Pandemic,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",worldNews,"September 22, 2023"
International Efforts to Combat Cybercrime Intensify in 2023,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,economyNews,"November 14, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,The United Nations has issued a call to action for countries to reduce plastic waste and focus on recycling efforts.,techNews,"August 16, 2021"
NASA Successfully Launches Artemis II Mission to Moon,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",economyNews,"November 10, 2020"
Historic Peace Agreement Reached in Middle East Conflict,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",economyNews,"November 17, 2022"
Global Inflation Rates Show Signs of Slowing in 2023,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",economyNews,"January 04, 2023"
2023 Marks Record High for Space Exploration Achievements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",techNews,"November 19, 2023"
United Nations Calls for Global Action on Plastic Pollution,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",healthNews,"December 04, 2022"
Breakthrough in Renewable Energy Achieved in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",worldNews,"December 22, 2021"
2023 Marks Record High for Space Exploration Achievements,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",healthNews,"August 05, 2021"
NASA Successfully Launches Artemis II Mission to Moon,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",worldNews,"December 17, 2023"
Breakthrough in Renewable Energy Achieved in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",techNews,"January 20, 2020"
World Health Organization Declares End of COVID-19 Pandemic,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",scienceNews,"October 22, 2023"
Global Climate Summit 2023 Concludes with Historic Agreements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",worldNews,"January 14, 2022"
Global Inflation Rates Show Signs of Slowing in 2023,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",scienceNews,"May 20, 2020"
2023 Marks Record High for Space Exploration Achievements,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",economyNews,"December 13, 2022"
NASA Successfully Launches Artemis II Mission to Moon,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",economyNews,"December 27, 2021"
AI Regulation Bill Passed in European Parliament,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",worldNews,"June 19, 2020"
United Nations Calls for Global Action on Plastic Pollution,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",worldNews,"July 21, 2023"
2023 Marks Record High for Space Exploration Achievements,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",techNews,"May 18, 2021"
NASA Successfully Launches Artemis II Mission to Moon,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",economyNews,"October 13, 2022"
2023 Marks Record High for Space Exploration Achievements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",scienceNews,"August 21, 2023"
World Health Organization Declares End of COVID-19 Pandemic,"The 2023 Global Climate Summit, held in Geneva, concluded with historic agreements on emissions reduction and green energy initiatives.",healthNews,"February 18, 2021"
International Efforts to Combat Cybercrime Intensify in 2023,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",economyNews,"November 13, 2023"
AI Regulation Bill Passed in European Parliament,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",scienceNews,"April 09, 2021"
2023 Marks Record High for Space Exploration Achievements,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",healthNews,"April 26, 2023"
2023 Marks Record High for Space Exploration Achievements,"International coalitions have intensified their efforts to combat rising cybercrime activities, introducing stricter regulations.",healthNews,"November 07, 2022"
United Nations Calls for Global Action on Plastic Pollution,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",scienceNews,"August 16, 2020"
AI Regulation Bill Passed in European Parliament,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",worldNews,"August 24, 2023"
Global Inflation Rates Show Signs of Slowing in 2023,"After decades of conflict, a historic peace agreement has been reached between warring nations in the Middle East.",scienceNews,"January 21, 2020"
2023 Marks Record High for Space Exploration Achievements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",techNews,"February 10, 2022"
NASA Successfully Launches Artemis II Mission to Moon,"Inflation rates globally are showing signs of deceleration, with economists projecting a gradual return to pre-pandemic levels by 2025.",techNews,"December 10, 2020"
Global Inflation Rates Show Signs of Slowing in 2023,"Scientists have announced a breakthrough in renewable energy, making solar power more efficient and affordable than ever.",scienceNews,"July 20, 2022"
Global Climate Summit 2023 Concludes with Historic Agreements,"The European Parliament has passed the AI Regulation Bill, aiming to create ethical standards for AI deployment across Europe.",techNews,"December 22, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,"NASA's Artemis II mission successfully launched, marking the first manned mission to the Moon in over 50 years.",worldNews,"March 27, 2021"
Global Inflation Rates Show Signs of Slowing in 2023,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",healthNews,"May 07, 2021"
AI Regulation Bill Passed in European Parliament,"The WHO has officially declared the COVID-19 pandemic over, citing low infection rates and widespread vaccination coverage.",worldNews,"May 14, 2022"
NASA Successfully Launches Artemis II Mission to Moon,"Space exploration in 2023 has reached new heights, with multiple missions to the Moon, Mars, and beyond.",worldNews,"January 10, 2021"
